sample_id,file_path,relative_path,emotion,sample_rate,duration_seconds
187,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_087.wav,happy\happy_087.wav,happy,22050,2.5
188,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_088.wav,happy\happy_088.wav,happy,22050,2.5
189,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_089.wav,happy\happy_089.wav,happy,22050,2.5
190,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_090.wav,happy\happy_090.wav,happy,22050,2.5
191,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_091.wav,happy\happy_091.wav,happy,22050,2.5
192,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_092.wav,happy\happy_092.wav,happy,22050,2.5
193,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_093.wav,happy\happy_093.wav,happy,22050,2.5
194,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_094.wav,happy\happy_094.wav,happy,22050,2.5
195,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_095.wav,happy\happy_095.wav,happy,22050,2.5
196,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_096.wav,happy\happy_096.wav,happy,22050,2.5
197,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_097.wav,happy\happy_097.wav,happy,22050,2.5
198,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_098.wav,happy\happy_098.wav,happy,22050,2.5
199,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_099.wav,happy\happy_099.wav,happy,22050,2.5
200,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\happy\happy_100.wav,happy\happy_100.wav,happy,22050,2.5
201,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_001.wav,sad\sad_001.wav,sad,22050,2.5
202,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_002.wav,sad\sad_002.wav,sad,22050,2.5
203,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_003.wav,sad\sad_003.wav,sad,22050,2.5
204,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_004.wav,sad\sad_004.wav,sad,22050,2.5
205,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_005.wav,sad\sad_005.wav,sad,22050,2.5
206,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_006.wav,sad\sad_006.wav,sad,22050,2.5
207,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_007.wav,sad\sad_007.wav,sad,22050,2.5
208,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_008.wav,sad\sad_008.wav,sad,22050,2.5
209,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_009.wav,sad\sad_009.wav,sad,22050,2.5
210,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_010.wav,sad\sad_010.wav,sad,22050,2.5
211,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_011.wav,sad\sad_011.wav,sad,22050,2.5
212,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_012.wav,sad\sad_012.wav,sad,22050,2.5
213,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_013.wav,sad\sad_013.wav,sad,22050,2.5
214,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_014.wav,sad\sad_014.wav,sad,22050,2.5
215,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_015.wav,sad\sad_015.wav,sad,22050,2.5
216,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_016.wav,sad\sad_016.wav,sad,22050,2.5
217,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_017.wav,sad\sad_017.wav,sad,22050,2.5
218,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_018.wav,sad\sad_018.wav,sad,22050,2.5
219,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_019.wav,sad\sad_019.wav,sad,22050,2.5
220,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_020.wav,sad\sad_020.wav,sad,22050,2.5
221,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_021.wav,sad\sad_021.wav,sad,22050,2.5
222,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_022.wav,sad\sad_022.wav,sad,22050,2.5
223,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_023.wav,sad\sad_023.wav,sad,22050,2.5
224,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_024.wav,sad\sad_024.wav,sad,22050,2.5
225,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_025.wav,sad\sad_025.wav,sad,22050,2.5
226,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_026.wav,sad\sad_026.wav,sad,22050,2.5
227,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_027.wav,sad\sad_027.wav,sad,22050,2.5
228,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_028.wav,sad\sad_028.wav,sad,22050,2.5
229,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_029.wav,sad\sad_029.wav,sad,22050,2.5
230,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_030.wav,sad\sad_030.wav,sad,22050,2.5
231,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_031.wav,sad\sad_031.wav,sad,22050,2.5
232,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_032.wav,sad\sad_032.wav,sad,22050,2.5
233,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_033.wav,sad\sad_033.wav,sad,22050,2.5
234,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_034.wav,sad\sad_034.wav,sad,22050,2.5
235,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_035.wav,sad\sad_035.wav,sad,22050,2.5
236,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_036.wav,sad\sad_036.wav,sad,22050,2.5
237,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_037.wav,sad\sad_037.wav,sad,22050,2.5
238,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_038.wav,sad\sad_038.wav,sad,22050,2.5
239,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_039.wav,sad\sad_039.wav,sad,22050,2.5
240,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_040.wav,sad\sad_040.wav,sad,22050,2.5
241,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_041.wav,sad\sad_041.wav,sad,22050,2.5
242,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_042.wav,sad\sad_042.wav,sad,22050,2.5
243,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_043.wav,sad\sad_043.wav,sad,22050,2.5
244,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_044.wav,sad\sad_044.wav,sad,22050,2.5
245,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_045.wav,sad\sad_045.wav,sad,22050,2.5
246,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_046.wav,sad\sad_046.wav,sad,22050,2.5
247,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_047.wav,sad\sad_047.wav,sad,22050,2.5
248,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_048.wav,sad\sad_048.wav,sad,22050,2.5
249,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_049.wav,sad\sad_049.wav,sad,22050,2.5
250,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_050.wav,sad\sad_050.wav,sad,22050,2.5
251,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_051.wav,sad\sad_051.wav,sad,22050,2.5
252,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_052.wav,sad\sad_052.wav,sad,22050,2.5
253,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_053.wav,sad\sad_053.wav,sad,22050,2.5
254,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_054.wav,sad\sad_054.wav,sad,22050,2.5
255,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_055.wav,sad\sad_055.wav,sad,22050,2.5
256,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_056.wav,sad\sad_056.wav,sad,22050,2.5
257,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_057.wav,sad\sad_057.wav,sad,22050,2.5
258,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_058.wav,sad\sad_058.wav,sad,22050,2.5
259,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_059.wav,sad\sad_059.wav,sad,22050,2.5
260,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_060.wav,sad\sad_060.wav,sad,22050,2.5
261,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_061.wav,sad\sad_061.wav,sad,22050,2.5
262,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_062.wav,sad\sad_062.wav,sad,22050,2.5
263,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_063.wav,sad\sad_063.wav,sad,22050,2.5
264,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_064.wav,sad\sad_064.wav,sad,22050,2.5
265,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_065.wav,sad\sad_065.wav,sad,22050,2.5
266,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_066.wav,sad\sad_066.wav,sad,22050,2.5
267,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_067.wav,sad\sad_067.wav,sad,22050,2.5
268,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_068.wav,sad\sad_068.wav,sad,22050,2.5
269,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_069.wav,sad\sad_069.wav,sad,22050,2.5
270,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_070.wav,sad\sad_070.wav,sad,22050,2.5
271,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_071.wav,sad\sad_071.wav,sad,22050,2.5
272,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_072.wav,sad\sad_072.wav,sad,22050,2.5
273,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_073.wav,sad\sad_073.wav,sad,22050,2.5
274,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_074.wav,sad\sad_074.wav,sad,22050,2.5
275,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_075.wav,sad\sad_075.wav,sad,22050,2.5
276,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_076.wav,sad\sad_076.wav,sad,22050,2.5
277,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_077.wav,sad\sad_077.wav,sad,22050,2.5
278,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_078.wav,sad\sad_078.wav,sad,22050,2.5
279,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_079.wav,sad\sad_079.wav,sad,22050,2.5
280,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_080.wav,sad\sad_080.wav,sad,22050,2.5
281,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_081.wav,sad\sad_081.wav,sad,22050,2.5
282,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_082.wav,sad\sad_082.wav,sad,22050,2.5
283,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_083.wav,sad\sad_083.wav,sad,22050,2.5
284,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_084.wav,sad\sad_084.wav,sad,22050,2.5
285,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_085.wav,sad\sad_085.wav,sad,22050,2.5
286,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_086.wav,sad\sad_086.wav,sad,22050,2.5
287,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_087.wav,sad\sad_087.wav,sad,22050,2.5
288,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_088.wav,sad\sad_088.wav,sad,22050,2.5
289,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_089.wav,sad\sad_089.wav,sad,22050,2.5
290,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_090.wav,sad\sad_090.wav,sad,22050,2.5
291,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_091.wav,sad\sad_091.wav,sad,22050,2.5
292,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_092.wav,sad\sad_092.wav,sad,22050,2.5
293,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_093.wav,sad\sad_093.wav,sad,22050,2.5
294,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_094.wav,sad\sad_094.wav,sad,22050,2.5
295,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_095.wav,sad\sad_095.wav,sad,22050,2.5
296,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_096.wav,sad\sad_096.wav,sad,22050,2.5
297,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_097.wav,sad\sad_097.wav,sad,22050,2.5
298,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_098.wav,sad\sad_098.wav,sad,22050,2.5
299,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_099.wav,sad\sad_099.wav,sad,22050,2.5
300,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\sad\sad_100.wav,sad\sad_100.wav,sad,22050,2.5
301,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_001.wav,angry\angry_001.wav,angry,22050,2.5
302,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_002.wav,angry\angry_002.wav,angry,22050,2.5
303,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_003.wav,angry\angry_003.wav,angry,22050,2.5
304,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_004.wav,angry\angry_004.wav,angry,22050,2.5
305,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_005.wav,angry\angry_005.wav,angry,22050,2.5
306,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_006.wav,angry\angry_006.wav,angry,22050,2.5
307,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_007.wav,angry\angry_007.wav,angry,22050,2.5
308,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_008.wav,angry\angry_008.wav,angry,22050,2.5
309,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_009.wav,angry\angry_009.wav,angry,22050,2.5
310,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_010.wav,angry\angry_010.wav,angry,22050,2.5
311,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_011.wav,angry\angry_011.wav,angry,22050,2.5
312,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_012.wav,angry\angry_012.wav,angry,22050,2.5
313,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_013.wav,angry\angry_013.wav,angry,22050,2.5
314,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_014.wav,angry\angry_014.wav,angry,22050,2.5
315,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_015.wav,angry\angry_015.wav,angry,22050,2.5
316,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_016.wav,angry\angry_016.wav,angry,22050,2.5
317,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_017.wav,angry\angry_017.wav,angry,22050,2.5
318,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_018.wav,angry\angry_018.wav,angry,22050,2.5
319,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_019.wav,angry\angry_019.wav,angry,22050,2.5
320,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_020.wav,angry\angry_020.wav,angry,22050,2.5
321,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_021.wav,angry\angry_021.wav,angry,22050,2.5
322,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_022.wav,angry\angry_022.wav,angry,22050,2.5
323,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_023.wav,angry\angry_023.wav,angry,22050,2.5
324,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_024.wav,angry\angry_024.wav,angry,22050,2.5
325,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_025.wav,angry\angry_025.wav,angry,22050,2.5
326,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_026.wav,angry\angry_026.wav,angry,22050,2.5
327,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_027.wav,angry\angry_027.wav,angry,22050,2.5
328,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_028.wav,angry\angry_028.wav,angry,22050,2.5
329,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_029.wav,angry\angry_029.wav,angry,22050,2.5
330,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_030.wav,angry\angry_030.wav,angry,22050,2.5
331,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_031.wav,angry\angry_031.wav,angry,22050,2.5
332,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_032.wav,angry\angry_032.wav,angry,22050,2.5
333,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_033.wav,angry\angry_033.wav,angry,22050,2.5
334,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_034.wav,angry\angry_034.wav,angry,22050,2.5
335,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_035.wav,angry\angry_035.wav,angry,22050,2.5
336,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_036.wav,angry\angry_036.wav,angry,22050,2.5
337,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_037.wav,angry\angry_037.wav,angry,22050,2.5
338,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_038.wav,angry\angry_038.wav,angry,22050,2.5
339,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_039.wav,angry\angry_039.wav,angry,22050,2.5
340,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_040.wav,angry\angry_040.wav,angry,22050,2.5
341,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_041.wav,angry\angry_041.wav,angry,22050,2.5
342,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_042.wav,angry\angry_042.wav,angry,22050,2.5
343,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_043.wav,angry\angry_043.wav,angry,22050,2.5
344,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_044.wav,angry\angry_044.wav,angry,22050,2.5
345,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_045.wav,angry\angry_045.wav,angry,22050,2.5
346,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_046.wav,angry\angry_046.wav,angry,22050,2.5
347,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_047.wav,angry\angry_047.wav,angry,22050,2.5
348,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_048.wav,angry\angry_048.wav,angry,22050,2.5
349,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_049.wav,angry\angry_049.wav,angry,22050,2.5
350,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_050.wav,angry\angry_050.wav,angry,22050,2.5
351,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_051.wav,angry\angry_051.wav,angry,22050,2.5
352,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_052.wav,angry\angry_052.wav,angry,22050,2.5
353,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_053.wav,angry\angry_053.wav,angry,22050,2.5
354,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_054.wav,angry\angry_054.wav,angry,22050,2.5
355,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_055.wav,angry\angry_055.wav,angry,22050,2.5
356,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_056.wav,angry\angry_056.wav,angry,22050,2.5
357,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_057.wav,angry\angry_057.wav,angry,22050,2.5
358,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_058.wav,angry\angry_058.wav,angry,22050,2.5
359,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_059.wav,angry\angry_059.wav,angry,22050,2.5
360,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_060.wav,angry\angry_060.wav,angry,22050,2.5
361,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_061.wav,angry\angry_061.wav,angry,22050,2.5
362,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_062.wav,angry\angry_062.wav,angry,22050,2.5
363,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_063.wav,angry\angry_063.wav,angry,22050,2.5
364,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_064.wav,angry\angry_064.wav,angry,22050,2.5
365,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_065.wav,angry\angry_065.wav,angry,22050,2.5
366,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_066.wav,angry\angry_066.wav,angry,22050,2.5
367,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_067.wav,angry\angry_067.wav,angry,22050,2.5
368,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_068.wav,angry\angry_068.wav,angry,22050,2.5
369,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_069.wav,angry\angry_069.wav,angry,22050,2.5
370,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_070.wav,angry\angry_070.wav,angry,22050,2.5
371,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_071.wav,angry\angry_071.wav,angry,22050,2.5
372,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_072.wav,angry\angry_072.wav,angry,22050,2.5
373,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_073.wav,angry\angry_073.wav,angry,22050,2.5
374,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_074.wav,angry\angry_074.wav,angry,22050,2.5
375,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_075.wav,angry\angry_075.wav,angry,22050,2.5
376,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_076.wav,angry\angry_076.wav,angry,22050,2.5
377,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_077.wav,angry\angry_077.wav,angry,22050,2.5
378,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_078.wav,angry\angry_078.wav,angry,22050,2.5
379,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_079.wav,angry\angry_079.wav,angry,22050,2.5
380,D:\Intern tasks\Task2_Emotion_Recognition_from_Speech\data\audio_samples\angry\angry_080.wav,angry\angry_080.wav,angry,22050,2.5
